RoadSegmentID,KerbsideID,RoadSegmentDescription,Latitude,Longitude,LastUpdated
22730,,Park Street between Mason Street and Randall Place,-37.8362447,144.9820214,2022-08-31
22730,,Park Street between Mason Street and Randall Place,-37.8358003,144.9821153,2022-08-31
20013,5701,Lonsdale Street between William Street and King Street,-37.8142382,144.9554505,2023-10-02
20013,23444,Lonsdale Street between William Street and King Street,-37.8142714,144.9553339,2023-10-02
22268,,Clowes Street between Anderson Street and Walsh Street,-37.8305678,144.9847127,2022-08-31
22295,,Anderson Street between Domain Road and Acland Street,-37.8336065,144.9837629,2022-08-31
22295,,Anderson Street between Domain Road and Acland Street,-37.8336566,144.9837527,2022-08-31
22295,,Anderson Street between Domain Road and Acland Street,-37.8338167,144.9837204,2022-08-31
21108,,Courtney Street between Queensberry Street and Howard Street,-37.8032617,144.955425,2022-08-31
20950,,Queensberry Street between Capel Street and Howard Street,-37.8035152,144.9547391,2022-08-31
22435,,Royal Parade between Leonard Street and Walker Street,-37.7851871,144.9595356,2022-08-31
21108,,Courtney Street between Queensberry Street and Howard Street,-37.802527,144.9548403,2022-08-31
20212,60217,Flinders Street between Russell Street and Swanston Street,-37.8169771,144.9687224,2023-08-15
20212,60218,Flinders Street between Russell Street and Swanston Street,-37.8169977,144.9686523,2023-08-15
20212,60219,Flinders Street between Russell Street and Swanston Street,-37.8170173,144.9685859,2023-08-15
20170,,Queen Street between Flinders Street and Flinders Lane,-37.8186914,144.9622825,2023-10-02
21291,,Gracie Street between Henderson Street and MacAulay Road,-37.7965225,144.9396489,2022-08-31
21291,,Gracie Street between Henderson Street and MacAulay Road,-37.7967544,144.9392506,2022-08-31
21291,,Gracie Street between Henderson Street and MacAulay Road,-37.7968537,144.9390799,2022-08-31
21291,,Gracie Street between Henderson Street and MacAulay Road,-37.7968868,144.939023,2022-08-31
21291,,Gracie Street between Henderson Street and MacAulay Road,-37.79692,144.9389661,2022-08-31
20167,,Elizabeth Street between Little Bourke Street and Lonsdale Street,-37.8125035,144.9624749,2023-10-02
21552,,Grattan Street between Flemington Road and Elizabeth Street,-37.7996551,144.9563735,2022-08-31
20144,,Exhibition Street between Lonsdale Street and Little Lonsdale Street,-37.8092421,144.969275,2023-10-02
20640,,Drummond Street between Palmerston Street and Princes Street,-37.7933797,144.9698282,2022-08-31
20847,,Grattan Street between Swanston Street and Bouverie Street,-37.8002942,144.9636048,2022-08-31
20472,,Berkeley Street between Queensberry Street and Pelham Street,-37.8029347,144.9588643,2022-08-31
20458,,Leicester Street between Queensberry Street and Pelham Street,-37.8029365,144.9605381,2023-04-27
20458,,Leicester Street between Queensberry Street and Pelham Street,-37.8029606,144.9605339,2023-04-27
22503,,Bouverie Street between Lincoln Square South and Pelham Street,-37.8025515,144.9619942,2022-08-31
20806,,Pelham Street between Cardigan Street and Swanston Street,-37.802476,144.9644337,2022-08-31
21847,50658,Spring Street between Little Lonsdale Street and Victoria Parade,-37.8081046,144.9715575,2023-09-20
21847,,Spring Street between Little Lonsdale Street and Victoria Parade,-37.8080651,144.9714089,2023-09-07
23082,,Serong Street between Bluestone Street and Bradfield Lane,-37.7885649,144.9251361,2022-08-31
23073,,Robertson Street between Rankins Road and Barnett Street,-37.7928412,144.9317726,2022-08-31
21043,,Munster Terrace between Queensberry Street and Arden Street,-37.8004795,144.9432123,2022-08-31
21479,,Rosslyn Street between Adderley Street and Spencer Street,-37.8097031,144.948721,2022-08-31
21479,,Rosslyn Street between Adderley Street and Spencer Street,-37.8098451,144.9484311,2022-08-31
21117,23810,Peel Street between Queensberry Street and Elizabeth Street,-37.8015921,144.956565,2022-08-31
21117,23813,Peel Street between Queensberry Street and Elizabeth Street,-37.8017527,144.9565369,2022-08-31
21117,23814,Peel Street between Queensberry Street and Elizabeth Street,-37.801804,144.9565277,2022-08-31
21120,13901,Bedford Street between Courtney Street and Peel Street,-37.802103,144.9563112,2022-08-31
21120,23819,Bedford Street between Courtney Street and Peel Street,-37.8022774,144.9560878,2022-08-31
21120,23822,Bedford Street between Courtney Street and Peel Street,-37.8023323,144.9560175,2022-08-31
21117,,Peel Street between Queensberry Street and Elizabeth Street,-37.8026738,144.9563956,2022-08-31
21117,,Peel Street between Queensberry Street and Elizabeth Street,-37.8027942,144.9563743,2022-08-31
21118,12379,Capel Street between Courtney Street and Bedford Street,-37.8029924,144.9557808,2022-08-31
21118,,Capel Street between Courtney Street and Bedford Street,-37.8026303,144.9557256,2022-08-31
21118,,Capel Street between Courtney Street and Bedford Street,-37.8028181,144.9556916,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8039292,144.9556082,2022-08-31
20945,11368,Capel Street between Victoria Street and Queensberry Street,-37.8041969,144.9554508,2023-05-28
20945,11364,Capel Street between Victoria Street and Queensberry Street,-37.804097,144.9554688,2023-05-28
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8043807,144.9554178,2022-08-31
20945,11359,Capel Street between Victoria Street and Queensberry Street,-37.8039464,144.9554959,2023-05-28
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8050165,144.9553035,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8046112,144.9553763,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8046353,144.955372,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8051395,144.9552814,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8046593,144.9553677,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.805164,144.955277,2022-08-31
20945,,Capel Street between Victoria Street and Queensberry Street,-37.8048388,144.9553354,2022-08-31
20945,11402,Capel Street between Victoria Street and Queensberry Street,-37.8054574,144.9552242,2023-05-28
20953,,Victoria Street between Peel Street and Capel Street,-37.8059125,144.9555632,2022-08-31
20937,,Peel Street between Victoria Street and Princess Street,-37.8054182,144.9562188,2022-08-31
20937,,Peel Street between Victoria Street and Princess Street,-37.8051586,144.955957,2022-08-31
20937,,Peel Street between Victoria Street and Princess Street,-37.8052122,144.9559475,2022-08-31
20938,,Peel Street between Princess Street and Queensberry Street,-37.8046498,144.956047,2022-08-31
20938,,Peel Street between Princess Street and Queensberry Street,-37.8044857,144.9563851,2022-08-31
20938,,Peel Street between Princess Street and Queensberry Street,-37.8045807,144.9563679,2022-08-31
20935,,Princess Street between Peel Street and Cobden Street,-37.8050629,144.9568975,2022-08-31
22452,23853,Harbour Esplanade between Bourke Street and La Trobe Street,-37.8158875,144.9454556,2022-08-31
22452,23854,Harbour Esplanade between Bourke Street and La Trobe Street,-37.8159499,144.9454832,2022-08-31
22452,,Harbour Esplanade between Bourke Street and La Trobe Street,-37.8165547,144.9457494,2022-08-31
20350,,Little William Street between Bourke Street and Little Bourke Street,-37.8153174,144.9586178,2023-10-02
20057,,Little Bourke Street between Elizabeth Street and Queen Street,-37.8133444,144.9624777,2023-10-02
20009,17809,Lonsdale Street between Elizabeth Street and Queen Street,-37.8128712,144.9605372,2023-08-29
20009,23936,Lonsdale Street between Elizabeth Street and Queen Street,-37.8128954,144.9604532,2023-08-29
20009,,Lonsdale Street between Elizabeth Street and Queen Street,-37.8124891,144.9615528,2023-10-02
22787,,Aquitania Way between Caravel Lane and Newquay Promenade,-37.8140109,144.9426405,2022-08-31
22787,23949,Aquitania Way between Caravel Lane and Newquay Promenade,-37.8140099,144.9425025,2022-08-31
22787,23950,Aquitania Way between Caravel Lane and Newquay Promenade,-37.8139557,144.9424191,2022-08-31
22855,15008,Doepel Way between Docklands Drive and Newquay Promenade,-37.8144236,144.9398666,2022-08-31
22855,15009,Doepel Way between Docklands Drive and Newquay Promenade,-37.8143724,144.9398356,2022-08-31
22855,15010,Doepel Way between Docklands Drive and Newquay Promenade,-37.8146282,144.9399906,2022-08-31
22908,,Pearl River Road between Docklands Drive and Victoria Harbour,-37.8155774,144.9379127,2023-03-20
22908,,Pearl River Road between Docklands Drive and Victoria Harbour,-37.8157519,144.938018,2022-08-31
22908,,Pearl River Road between Docklands Drive and Victoria Harbour,-37.8155175,144.937976,2022-08-31
22908,,Pearl River Road between Docklands Drive and Victoria Harbour,-37.8152903,144.9378515,2022-08-31
23275,,Augusta Avenue between Pearl River Road and Wattle Road,-37.8157423,144.9377301,2022-08-31
23275,,Augusta Avenue between Pearl River Road and Wattle Road,-37.8158824,144.9373614,2022-08-31
23277,,Leven Avenue between Pearl River Road and Wattle Road,-37.8155486,144.9374985,2022-08-31
23277,,Leven Avenue between Pearl River Road and Wattle Road,-37.8156188,144.9373142,2022-08-31
23224,14999,Pearl River Road between Footscray Road and Docklands Drive,-37.814374,144.9375184,2022-08-31
23224,,Pearl River Road between Footscray Road and Docklands Drive,-37.8122841,144.9361342,2022-08-31
23224,14796,Pearl River Road between Footscray Road and Docklands Drive,-37.8127993,144.9365643,2022-08-31
23224,,Pearl River Road between Footscray Road and Docklands Drive,-37.8132353,144.9368365,2022-08-31
23224,14998,Pearl River Road between Footscray Road and Docklands Drive,-37.8141303,144.9373709,2022-08-31
23224,14994,Pearl River Road between Footscray Road and Docklands Drive,-37.8142766,144.9374593,2022-08-31
23224,14794,Pearl River Road between Footscray Road and Docklands Drive,-37.8126953,144.9365014,2022-08-31
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8017092,144.9698555,2022-08-31
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8015022,144.9697421,2022-08-31
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8023377,144.9697487,2022-08-31
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8026288,144.9696979,2022-08-31
20558,23668,Rathdowne Street between Pelham Street and Grattan Street,-37.8028592,144.9695182,2023-05-28
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8022384,144.969766,2022-08-31
20558,23669,Rathdowne Street between Pelham Street and Grattan Street,-37.8028012,144.9695279,2023-05-28
20558,,Rathdowne Street between Pelham Street and Grattan Street,-37.8025119,144.9697183,2022-08-31
20556,,Rathdowne Street between Queensberry Street and Pelham Street,-37.8036994,144.9695178,2022-08-31
20556,,Rathdowne Street between Queensberry Street and Pelham Street,-37.8041729,144.9694829,2022-08-31
20556,9279,Rathdowne Street between Queensberry Street and Pelham Street,-37.8036205,144.969375,2023-05-28
20556,9273,Rathdowne Street between Queensberry Street and Pelham Street,-37.8040401,144.9693025,2023-05-28
20556,9275,Rathdowne Street between Queensberry Street and Pelham Street,-37.8039401,144.9693198,2023-05-28
20556,9284,Rathdowne Street between Queensberry Street and Pelham Street,-37.8037276,144.9693565,2023-05-28
20556,9281,Rathdowne Street between Queensberry Street and Pelham Street,-37.8035134,144.9693935,2023-05-28
20556,9278,Rathdowne Street between Queensberry Street and Pelham Street,-37.8037812,144.9693472,2023-05-28
20554,23675,Rathdowne Street between Victoria Street and Queensberry Street,-37.806408,144.9689049,2023-05-28
20554,23679,Rathdowne Street between Victoria Street and Queensberry Street,-37.8062473,144.9689324,2023-05-28
20554,,Rathdowne Street between Victoria Street and Queensberry Street,-37.8066223,144.9688681,2022-08-31
21348,,Miller Street between Curzon Street and Abbotsford Street,-37.8057853,144.9456894,2022-08-31
21348,,Miller Street between Curzon Street and Abbotsford Street,-37.8057567,144.945425,2022-08-31
20839,24166,Lincoln Square North between Swanston Street and Bouverie Street,-37.8017115,144.9634351,2023-05-28
20839,24167,Lincoln Square North between Swanston Street and Bouverie Street,-37.8017037,144.9633651,2023-05-28
20839,24169,Lincoln Square North between Swanston Street and Bouverie Street,-37.8016916,144.9632453,2023-05-28
20839,24175,Lincoln Square North between Swanston Street and Bouverie Street,-37.8016217,144.9626024,2023-05-28
20839,8765,Lincoln Square North between Swanston Street and Bouverie Street,-37.8015533,144.9627244,2023-05-28
20143,23748,Exhibition Street between Little Bourke Street and Lonsdale Street,-37.8107512,144.9700545,2023-10-02
20897,16414,Eades Street between Victoria Parade and Albert Street,-37.8096789,144.9811084,2023-05-28
20897,16408,Eades Street between Victoria Parade and Albert Street,-37.809361,144.9811611,2023-05-28
20897,17382,Eades Street between Victoria Parade and Albert Street,-37.8098782,144.9809013,2023-05-28
20897,16412,Eades Street between Victoria Parade and Albert Street,-37.8097254,144.9811008,2023-05-28
20897,16406,Eades Street between Victoria Parade and Albert Street,-37.8094217,144.9811511,2023-05-28
20897,16403,Eades Street between Victoria Parade and Albert Street,-37.809315,144.9811687,2023-05-28
20897,16419,Eades Street between Victoria Parade and Albert Street,-37.809762,144.9810947,2023-05-28
20897,16413,Eades Street between Victoria Parade and Albert Street,-37.8097022,144.9811046,2023-05-28
20897,16416,Eades Street between Victoria Parade and Albert Street,-37.8098317,144.9810832,2023-05-28
22567,,Riverside Quay between Southbank Boulevard and Cook Street,-37.8215669,144.9635642,2023-10-02
22567,,Riverside Quay between Southbank Boulevard and Cook Street,-37.8215494,144.9636286,2023-10-02
21842,,Hobsons Road between Kensington Road and Stock Bridge,-37.7958275,144.9171689,2022-08-31
20931,,Cobden Street between Victoria Street and Princess Street,-37.8055683,144.9571229,2022-08-31
20931,24036,Cobden Street between Victoria Street and Princess Street,-37.8053088,144.9571822,2023-05-28
20931,24037,Cobden Street between Victoria Street and Princess Street,-37.8052842,144.9571865,2023-05-28
20931,24039,Cobden Street between Victoria Street and Princess Street,-37.8052325,144.9571956,2023-05-28
20931,24041,Cobden Street between Victoria Street and Princess Street,-37.8051807,144.9572046,2023-05-28
20931,9452,Cobden Street between Victoria Street and Princess Street,-37.8052329,144.9573083,2023-05-28
20931,9449,Cobden Street between Victoria Street and Princess Street,-37.8051539,144.9573223,2023-05-28
20931,,Cobden Street between Victoria Street and Princess Street,-37.8053397,144.9572894,2022-08-31
20931,9454,Cobden Street between Victoria Street and Princess Street,-37.8052592,144.9573037,2023-05-28
20931,9466,Cobden Street between Victoria Street and Princess Street,-37.8055958,144.9572442,2023-05-28
20932,9444,Intersection of Cobden Street and Princess Street,-37.8050486,144.957341,2023-05-28
20931,9456,Cobden Street between Victoria Street and Princess Street,-37.8053122,144.9572943,2023-05-28
20931,9450,Cobden Street between Victoria Street and Princess Street,-37.8051802,144.9573177,2023-05-28
20939,9442,Cobden Street between Princess Street and Queensberry Street,-37.8049186,144.957364,2023-05-28
20939,24044,Cobden Street between Princess Street and Queensberry Street,-37.8049162,144.9572503,2023-05-28
20939,24048,Cobden Street between Princess Street and Queensberry Street,-37.8048144,144.9572682,2023-05-28
20939,24050,Cobden Street between Princess Street and Queensberry Street,-37.8047636,144.9572772,2023-05-28
20939,9438,Cobden Street between Princess Street and Queensberry Street,-37.8047791,144.9573886,2023-05-28
20939,9405,Cobden Street between Princess Street and Queensberry Street,-37.804185,144.9573659,2023-05-28
21631,6748,Elizabeth Street between Franklin Street and Therry Street,-37.8076633,144.9602508,2023-10-02
21631,23987,Elizabeth Street between Franklin Street and Therry Street,-37.8073795,144.9601212,2023-09-01
21631,6754,Elizabeth Street between Franklin Street and Therry Street,-37.8078097,144.9601137,2023-10-02
21631,6753,Elizabeth Street between Franklin Street and Therry Street,-37.8077588,144.9600904,2023-10-02
20177,6189,Queen Street between Little Lonsdale Street and La Trobe Street,-37.811449,144.9592183,2023-10-02
20177,23992,Queen Street between Little Lonsdale Street and La Trobe Street,-37.8114023,144.9591974,2023-10-02
21890,,Gipps Street between Powlett Street and Clarendon Street,-37.8126966,144.9836276,2022-08-31
22802,,Batmans Hill Drive between Bourke Street and Collins Street,-37.8198148,144.948656,2022-08-31
23225,21492,Waterfront Way between Footscray Road and Docklands Drive,-37.8133021,144.9392875,2022-08-31
23225,21493,Waterfront Way between Footscray Road and Docklands Drive,-37.8132528,144.9392577,2022-08-31
22445,,Siddeley Street between Spencer Street and Wurundjeri Way,-37.822548,144.9525332,2023-04-14
22072,,Fawkner Street between Southbank Boulevard and Power Street,-37.8238669,144.9635257,2023-10-02
20561,,Rathdowne Street between Carlton Street and Faraday Street,-37.7998504,144.9700211,2022-08-31
20561,,Rathdowne Street between Carlton Street and Faraday Street,-37.8000007,144.9699944,2022-08-31
20561,,Rathdowne Street between Carlton Street and Faraday Street,-37.8004363,144.9699166,2022-08-31
21587,,Albert Street between Powlett Street and Clarendon Street,-37.8105769,144.9844879,2022-08-31
21587,,Albert Street between Powlett Street and Clarendon Street,-37.8105847,144.9845581,2022-08-31
20548,,Drummond Street between Grattan Street and Faraday Street,-37.7991569,144.9685958,2022-08-31
22913,13422,Bourke Street between Enterprize Way and Cumberland Street,-37.8196517,144.9443943,2022-08-31
22913,13421,Bourke Street between Enterprize Way and Cumberland Street,-37.8196602,144.9443653,2022-08-31
22913,13419,Bourke Street between Enterprize Way and Cumberland Street,-37.819677,144.9443073,2022-08-31
23256,,Docklands Drive between Pearl River Road and Docklands Drive,-37.8156032,144.9358609,2022-08-31
23256,,Docklands Drive between Pearl River Road and Docklands Drive,-37.8154408,144.936288,2022-08-31
23256,,Docklands Drive between Pearl River Road and Docklands Drive,-37.8149925,144.9374615,2022-08-31
20348,,Little Queen Street between Bourke Street and Little Bourke Street,-37.8147825,144.9594367,2023-10-02
22126,,Lorimer Street between Westgate Freeway and Hartley Street,-37.8243918,144.9428564,2022-08-31
23060,,Porter Lane from Deveney Street,-37.7894393,144.9269869,2022-08-31
21247,,Curran Street between Dryburgh Street and Melrose Street,-37.7923507,144.9430417,2022-08-31
21237,,Brougham Street between Abbotsford Street and Dryburgh Street,-37.7937834,144.9459283,2022-08-31
21237,,Brougham Street between Abbotsford Street and Dryburgh Street,-37.7937178,144.9454305,2022-08-31
22322,,Story Street between Benjamin Street and Fitzgibbon Street,-37.7968907,144.9555661,2022-08-31
22501,,Nicholson Street between Victoria Street and Carlton Street,-37.8029408,144.9739217,2022-08-31
22501,,Nicholson Street between Victoria Street and Carlton Street,-37.8029944,144.9739127,2022-08-31
21413,,Dudley Street between King Street and Spencer Street,-37.8098592,144.9508871,2023-10-02
21413,,Dudley Street between King Street and Spencer Street,-37.8099328,144.9506933,2023-10-02
20042,24263,Little Lonsdale Street between Elizabeth Street and Queen Street,-37.8114405,144.9612023,2023-10-02
21967,,Wellington Parade between Lansdowne Street and Spring Street,-37.8152059,144.9755553,2023-07-05
21967,,Wellington Parade between Lansdowne Street and Spring Street,-37.81525,144.9759597,2023-07-05
21967,,Wellington Parade between Lansdowne Street and Spring Street,-37.8151986,144.9754879,2023-07-05
21967,,Wellington Parade between Lansdowne Street and Spring Street,-37.8152646,144.9760945,2023-07-05
21967,,Wellington Parade between Lansdowne Street and Spring Street,-37.8152793,144.9762293,2023-07-05
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8157407,144.9804156,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160539,144.9815579,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8158072,144.9810211,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8157188,144.9802161,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160308,144.9813519,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160761,144.981757,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160085,144.9811501,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160688,144.9816923,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8158811,144.981694,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.815958,144.9806902,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8157702,144.9806845,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8159833,144.9809201,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8158884,144.9800592,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8159065,144.9802212,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8158813,144.9799951,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.815785,144.9808196,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8160159,144.9812175,2022-08-31
21963,,Wellington Parade between Clarendon Street and Jolimont Road,-37.8158657,144.9798554,2022-08-31
22462,16588,Dodds Street between Miles Street and Grant Street,-37.8270833,144.9676835,2023-05-28
22462,16591,Dodds Street between Miles Street and Grant Street,-37.8272562,144.9676309,2023-05-28
21119,,McInerney Lane from Capel Street,-37.8027321,144.9560945,2022-08-31
23236,24284,Navigation Drive between Collins Street and Harbour Esplanade,-37.82224,144.9468448,2022-08-31
22951,,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.8236686,144.9420163,2022-08-31
22951,,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.8235891,144.941962,2022-08-31
22951,,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.8235685,144.9419461,2022-08-31
22951,,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.8234565,144.9418419,2022-08-31
22951,,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.82319,144.9413214,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7868733,144.9692036,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7859328,144.9693648,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.78704,144.9691749,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7860988,144.9693362,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7864871,144.9692698,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7863205,144.9692983,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7860433,144.9693457,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7863759,144.9692889,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7859883,144.9693552,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7888646,144.9688601,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7890277,144.9688323,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7884839,144.9689249,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.788049,144.9689988,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7883753,144.9689434,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7882122,144.9689711,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7889735,144.9688416,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7878853,144.9690267,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7909391,144.968504,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7912813,144.9684436,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7905967,144.9685639,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7907679,144.9685342,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7911672,144.9684638,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7901969,144.9686313,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7913956,144.9684234,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7915667,144.9683936,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7914526,144.9684133,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.790311,144.9686113,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7917952,144.9683567,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7904825,144.9685827,2022-08-31
22508,,Lygon Street between Princes Street and MacPherson Street,-37.7906537,144.9685542,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7927266,144.967677,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7929778,144.9671912,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7931624,144.9661142,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7930307,144.9674875,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7930587,144.9674246,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7933164,144.9662713,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7933187,144.9660702,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7932116,144.9669595,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7932542,144.9667586,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7933128,144.9663475,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7932887,144.9665553,2022-08-31
20773,,Cemetery Road East between College Crescent and Lygon Street,-37.7931943,144.9670261,2022-08-31
20771,,Lytton Street between Lygon Street and Cardigan Street,-37.7935405,144.9670393,2022-08-31
20771,,Lytton Street between Lygon Street and Cardigan Street,-37.7936873,144.9669113,2022-08-31
20520,,Intersection of Cardigan Street and Lytton Street,-37.7934962,144.9666446,2022-08-31
20771,,Lytton Street between Lygon Street and Cardigan Street,-37.7935866,144.9674497,2022-08-31
20771,,Lytton Street between Lygon Street and Cardigan Street,-37.7937949,144.9678658,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7902992,144.9619273,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7898196,144.9619178,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7897644,144.9619221,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7910072,144.961891,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7896111,144.9619445,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7911409,144.961801,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7913257,144.9615612,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7900305,144.9619141,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7910962,144.9618365,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7908592,144.9619385,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7897131,144.9619284,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7912599,144.9616676,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7895075,144.961964,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7896632,144.9619364,2022-08-31
22512,,Princes Park Drive between Cemetery Road West and MacPherson Street,-37.7906509,144.9619416,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.790784,144.9596869,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7909272,144.9598055,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.790685,144.9596127,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7913882,144.9603269,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7914602,144.9607053,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.791319,144.9604754,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7915242,144.9608232,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7908484,144.9599368,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.790895,144.9599797,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7910724,144.9601681,2022-08-31
22375,,Cemetery Road West between Royal Parade and College Crescent,-37.7909401,144.9600248,2022-08-31
